run,ss_id,datetime,forecast,outturn
2020-07-17 22:54:26,5738,2015-01-16 12:00:00,363.17834,318.14
2020-07-17 22:54:26,5738,2015-01-16 13:00:00,268.92786,1544.69
2020-07-17 22:54:26,5738,2015-01-16 14:00:00,160.2231,1877.85
2020-07-17 22:54:26,5738,2015-01-16 15:00:00,113.3093,1601.1
2020-07-17 22:54:26,5738,2015-01-17 11:00:00,1357.9122,160.86
2020-07-17 22:54:26,5738,2015-01-17 12:00:00,1648.8059,970.42
2020-07-17 22:54:26,5738,2015-01-17 13:00:00,1739.1238,2373.3
2020-07-17 22:54:26,5738,2015-01-17 14:00:00,1850.698,2270.25
2020-07-17 22:54:26,5738,2015-01-17 15:00:00,1107.8582,1748.75
2020-07-17 22:54:26,5738,2015-01-18 11:00:00,1352.0378,634.48
2020-07-17 22:54:26,5738,2015-01-18 12:00:00,1927.5375,638.06
2020-07-17 22:54:26,5738,2015-01-18 13:00:00,1563.0242,1313.95
2020-07-17 22:54:26,5738,2015-01-18 14:00:00,1357.0665,1170.25
2020-07-17 22:54:26,5738,2015-01-18 15:00:00,1195.1083,676.8
2020-07-17 22:54:26,5738,2015-01-19 11:00:00,798.2626,1682.2
2020-07-17 22:54:26,5738,2015-01-19 12:00:00,1369.5067,2121.2
2020-07-17 22:54:26,5738,2015-01-19 13:00:00,1339.3956,1684.65
2020-07-17 22:54:26,5738,2015-01-19 14:00:00,1331.0902,1851.75
2020-07-17 22:54:26,5738,2015-01-19 15:00:00,682.61914,1862.25
2020-07-17 22:54:26,5738,2015-01-20 11:00:00,889.0197,1630.1
2020-07-17 22:54:26,5738,2015-01-20 12:00:00,1457.2864,1945.3000000000002
2020-07-17 22:54:26,5738,2015-01-20 13:00:00,1431.6864,1527.0500000000002
2020-07-17 22:54:26,5738,2015-01-20 14:00:00,1539.3557,1292.6
2020-07-17 22:54:26,5738,2015-01-20 15:00:00,688.99115,1933.1
2020-07-17 22:54:26,5738,2015-01-21 11:00:00,457.33115,148.92000000000002
2020-07-17 22:54:26,5738,2015-01-21 12:00:00,395.39224,130.2
2020-07-17 22:54:26,5738,2015-01-21 13:00:00,506.05646,170.24
2020-07-17 22:54:26,5738,2015-01-21 14:00:00,788.9316,120.17
2020-07-17 22:54:26,5738,2015-01-21 15:00:00,809.7338,60.38
2020-07-17 22:54:26,5738,2015-01-22 10:00:00,530.67346,266.41
2020-07-17 22:54:26,5738,2015-01-22 11:00:00,446.9315,340.3
2020-07-17 22:54:26,5738,2015-01-22 12:00:00,1547.1355,593.8299999999999
2020-07-17 22:54:26,5738,2015-01-22 13:00:00,1896.056,1200.83
2020-07-17 22:54:26,5738,2015-01-22 14:00:00,1696.0632,1818.0500000000002
2020-07-17 22:54:26,5738,2015-01-22 15:00:00,736.6422,390.64
2020-07-17 22:54:26,5738,2015-01-23 10:00:00,440.53146,786.51
2020-07-17 22:54:26,5738,2015-01-23 11:00:00,296.66522,1567.8
2020-07-17 22:54:26,5738,2015-01-23 12:00:00,899.2126,2109.8
2020-07-17 22:54:26,5738,2015-01-23 13:00:00,1092.6984,2306.2
2020-07-17 22:54:26,5738,2015-01-23 14:00:00,1149.0168,1891.25
2020-07-17 22:54:26,5738,2015-01-23 15:00:00,951.43195,1243.35
2020-07-17 22:54:26,5738,2015-01-24 10:00:00,509.20538,959.96
2020-07-17 22:54:26,5738,2015-01-24 11:00:00,1188.475,1600.05
2020-07-17 22:54:26,5738,2015-01-24 12:00:00,1304.0084,1933.85
2020-07-17 22:54:26,5738,2015-01-24 13:00:00,1121.3276,2309.75
2020-07-17 22:54:26,5738,2015-01-24 14:00:00,1129.6135,2248.75
2020-07-17 22:54:26,5738,2015-01-24 15:00:00,1175.803,1844.8
2020-07-17 22:54:26,5738,2015-01-25 10:00:00,607.5226,469.59000000000003
2020-07-17 22:54:26,5738,2015-01-25 11:00:00,1082.4163,861.3199999999999
2020-07-17 22:54:26,5738,2015-01-25 12:00:00,1942.2883,589.55
2020-07-17 22:54:26,5738,2015-01-25 13:00:00,1633.9572,903.15
2020-07-17 22:54:26,5738,2015-01-25 14:00:00,1311.4344,2037.8000000000002
2020-07-17 22:54:26,5738,2015-01-25 15:00:00,439.20395,1338.47
2020-07-17 22:54:26,5738,2015-01-26 10:00:00,559.1975,267.68
2020-07-17 22:54:26,5738,2015-01-26 11:00:00,686.4071,639.98
2020-07-17 22:54:26,5738,2015-01-26 12:00:00,568.1956,829.1600000000001
2020-07-17 22:54:26,5738,2015-01-26 13:00:00,610.594,943.56
2020-07-17 22:54:26,5738,2015-01-26 14:00:00,1381.7218,397.65
2020-07-17 22:54:26,5738,2015-01-26 15:00:00,707.9396,238.32999999999998
2020-07-17 22:54:26,5738,2015-01-27 10:00:00,647.6365,588.89
2020-07-17 22:54:26,5738,2015-01-27 11:00:00,948.3224,981.72
2020-07-17 22:54:26,5738,2015-01-27 12:00:00,924.7294,1896.55
2020-07-17 22:54:26,5738,2015-01-27 13:00:00,1427.658,1006.5799999999999
2020-07-17 22:54:26,5738,2015-01-27 14:00:00,1517.2688,204.46
2020-07-17 22:54:26,5738,2015-01-27 15:00:00,1124.494,121.04
2020-07-17 22:54:26,5738,2015-01-28 10:00:00,546.1548,82.08
2020-07-17 22:54:26,5738,2015-01-28 11:00:00,560.7559,280.56
2020-07-17 22:54:26,5738,2015-01-28 12:00:00,710.0192,224.34999999999997
2020-07-17 22:54:26,5738,2015-01-28 13:00:00,999.8755,312.68
2020-07-17 22:54:26,5738,2015-01-28 14:00:00,1189.4601,1173.6200000000001
2020-07-17 22:54:26,5738,2015-01-28 15:00:00,1700.142,2044.4
2020-07-17 22:54:26,5738,2015-01-29 10:00:00,419.91077,1048.59
2020-07-17 22:54:26,5738,2015-01-29 11:00:00,999.682,1749.0500000000002
2020-07-17 22:54:26,5738,2015-01-29 12:00:00,1510.753,2215.0
2020-07-17 22:54:26,5738,2015-01-29 13:00:00,1605.0724,1450.76
2020-07-17 22:54:26,5738,2015-01-29 14:00:00,1592.438,399.19
2020-07-17 22:54:26,5738,2015-01-29 15:00:00,889.9366,199.75
2020-07-17 22:54:26,5738,2015-01-30 10:00:00,719.542,254.53
2020-07-17 22:54:26,5738,2015-01-30 11:00:00,1051.1295,938.74
2020-07-17 22:54:26,5738,2015-01-30 12:00:00,928.7276,859.19
2020-07-17 22:54:26,5738,2015-01-30 13:00:00,1172.9553,569.77
2020-07-17 22:54:26,5738,2015-01-30 14:00:00,1255.567,633.4300000000001
2020-07-17 22:54:26,5738,2015-01-30 15:00:00,1382.4944,408.35
2020-07-17 22:54:26,5738,2015-01-31 10:00:00,714.5496,215.55
2020-07-17 22:54:26,5738,2015-01-31 11:00:00,877.3692,300.17
2020-07-17 22:54:26,5738,2015-01-31 12:00:00,1108.081,168.01
2020-07-17 22:54:26,5738,2015-01-31 13:00:00,1361.0967,153.74
2020-07-17 22:54:26,5738,2015-01-31 14:00:00,1517.1694,210.76
2020-07-17 22:54:26,5738,2015-01-31 15:00:00,1739.7135,118.98
